Wed Jul 21 00:19:53 2021    profile.bin

         20713429 function calls (19569083 primitive calls) in 46.702 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\qat\modules\conv_fused.py:219(ConvBn1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\qat\modules\conv_fused.py:494(ConvBnReLU3d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_ops.py:32(_OpNamespace)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_ops.py:68(_Ops)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:1049(OneCycleLR)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\multiprocessing\reductions.py:20(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\multiprocessing\reductions.py:39(SharedCache)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\multiprocessing\spawn.py:21(ProcessRaisedException)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\zipfile.py:736(_SharedFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:1591(CacheFTPHandler)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraint_registry.py:79(ConstraintRegistry)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\transforms.py:639(AbsTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\kl.py:79(_Match)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\dataloader.py:43(_DatasetKind)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\_utils\worker.py:62(WorkerInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\_utils\worker.py:113(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\iter\callable.py:132(TransformsIterDataPipe)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\densenet.py:132(_Transition)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\faster_rcnn.py:239(TwoMLPHead)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\keypoint_rcnn.py:18(KeypointRCNN)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\mobilenetv3.py:43(QuantizableMobileNetV3)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\googlenet.py:78(QuantizableBasicConv2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\mnist.py:196(FashionMNIST)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:28(Compose)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:632(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\defusedxml\common.py:26(DTDForbidden)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\synchronize.py:321(Event)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\copyreg.py:22(constructor)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1226(append)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\concurrent\futures\_base.py:60(_Waiter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\concurrent\futures\_base.py:97(_FirstCompletedWaiter)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\inspect.py:2527(name)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\events.py:572(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:2001(re)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\windows_events.py:189(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:1029(_HelpAction)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:1599(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\__init__.py:153(py_object)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:375(errstate)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\_pytesttester.py:47(PytestTester)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:6649(_frommethod)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\utils.py:195(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\module.py:20(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\parameter.py:133(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributed\distributed_c10d.py:136(_reduce_op)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributed\distributed_c10d.py:894(P2POp)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:769(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\package_importer.py:598(_PackageResourceReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\_mock_zipreader.py:28(MockZipReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\activation.py:1110(Softsign)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\loss.py:465(MSELoss)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\loss.py:779(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\_functions.py:109(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\function.py:90(FunctionMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\grad_mode.py:132(enable_grad)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\profiler.py:991(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\dropout.py:24(Dropout)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\utils\spectral_norm.py:155(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\parallel\_functions.py:37(ReduceAddCoalesced)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\frontend.py:531(WithItemBuilder)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_trace.py:524(TracerWarning)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\modules\normalization.py:111(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:254(MultiplicativeLR)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:334(StepLR)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:461(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\zipfile.py:612(LZMACompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\zipfile.py:774(_Tellable)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\zipfile.py:1953(PyZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\http\client.py:1436(IncompleteRead)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\backends\cuda\__init__.py:13(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\dataloader.py:55(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\dataloader.py:550(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_classes.py:4(_ClassNamespace)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\faster_rcnn.py:263(FastRCNNPredictor)
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\symbolic_opset9.py:365(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\mask_rcnn.py:18(MaskRCNN)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\retinanet.py:63(RetinaNetClassificationHead)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\video\resnet.py:36(Conv2Plus1D)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\video\resnet.py:59(Conv3DNoTemporal)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\video\resnet.py:190(VideoResNet)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\resnet.py:51(QuantizableBottleneck)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\inception.py:101(QuantizableInceptionA)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\shufflenetv2.py:41(QuantizableShuffleNetV2)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\Image.py:473(_E)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\xml\etree\ElementTree.py:1140(_ListDataStream)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:486(EnumType)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:1017(LinearTransformation)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:1770(RandomInvert)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\ImageFont.py:555(TransposedFont)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1214(PlaceHolder)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getArchFlags}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\coloredlogs\__init__.py:946(BasicFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\numbers.py:12(Number)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\inspect.py:2845(parameters)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\exceptions.py:46(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:281(_Final)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:1026(Protocol)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:849(_StoreAction)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:979(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:1006(_CountAction)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:1565(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\mkl\__init__.py:29(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\__init__.py:253(c_wchar_p)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\__init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_exceptions.py:125(AxisError)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\arrayprint.py:464(_recursive_guard)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\arrayprint.py:1143(IntegerFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\records.py:81(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:210(MGridClass)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:728(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:803(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:909(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:1131(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:2395(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\utils.py:271(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tarfile.py:567(_StreamProxy)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_jit_internal.py:968(SourceContext)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\pickletools.py:174(ArgumentDescriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\pickletools.py:948(StackObject)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:231(Field)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\_mock_zipreader.py:20(_HasStorage)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\utils.py:7(_ntuple)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:898(LPPool2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:994(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:1030(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:1101(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\profiler.py:650(emit_nvtx)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\rnn.py:349(RNN)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\parallel\_functions.py:85(Scatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\modules\fused.py:8(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_script.py:243(ScriptMeta)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_recursive.py:103(SourceContext)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\frontend.py:97(FrontendError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_monkeytype_config.py:113(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\backends\__init__.py:26(ContextProp)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\reduction.py:104(DupHandle)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\__init__.py:19(ExportTypes)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:1052(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\request.py:1476(FileHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\feedparser.py:532(BytesFeedParser)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:258(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:308(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:304(_GreaterThan)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\utils.py:95(lazy_property)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\quantization\stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\quantization\qconfig.py:16(QConfig)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\_utils\worker.py:23(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\_utils\fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\_utils\fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\utils\decoder.py:103(ImageHandler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\segmentation\deeplabv3.py:29(DeepLabHead)
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\symbolic_opset9.py:1114(wrap_logical_op_with_negation)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\_utils.py:11(BalancedPositiveNegativeSampler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\ops\misc.py:17(Conv2d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\video\resnet.py:81(BasicBlock)
